filepath,result,solve_time_seconds,num_vars,num_assertions,num_uninterpreted_funcs,num_func_applications,max_func_nesting_depth,ast_node_count,max_depth,num_arith_ops,file_size_bytes
mathsat/Hash/hash_sat_06_15.smt2,sat,0.9882,6,1,15,996,3,4185,344,559,19527
mathsat/Wisa/xs-17-16-4-4-1-4.smt2,sat,1.3880,13,1,3,344,1,1780,140,409,9467
mathsat/Wisa/xs-07-18-1-1-4-1.smt2,unsat,1.2571,13,1,3,144,1,800,60,189,4580
mathsat/Wisa/xs-10-07-4-1-1-5.smt2,sat,1.3754,13,1,3,204,1,1094,84,255,6017
mathsat/Hash/hash_sat_08_19.smt2,sat,0.9754,8,1,19,2286,3,9475,730,1239,43279
mathsat/Wisa/xs-10-18-2-2-5-3.smt2,unsat,1.2771,13,1,3,204,1,1094,84,255,6020
mathsat/Hash/hash_sat_07_03.smt2,sat,1.0989,7,1,3,279,3,1280,121,168,6063
wisas/xs_36_36.smt2,sat,1.5061,13,1,3,868,1,4507,48,971,20972
mathsat/Wisa/xs-17-09-4-3-5-5.smt2,sat,1.3880,13,1,3,344,1,1780,140,409,9466
wisas/xs_31_31.smt2,sat,1.3916,13,1,3,748,1,3897,43,841,18179
mathsat/Hash/hash_sat_07_19.smt2,sat,1.0855,7,1,19,1735,3,7216,569,952,33317
mathsat/Hash/hash_sat_10_06.smt2,sat,1.1154,10,1,6,1146,3,4907,397,627,21880
mathsat/Hash/hash_sat_07_20.smt2,sat,1.0260,7,1,20,1826,3,7587,597,1001,35092
wisas/xs_23_43.smt2,unsat,9.4948,13,1,3,556,1,2921,35,633,13713
mathsat/Wisa/xs-09-18-1-3-4-5.smt2,unsat,1.2659,13,1,3,184,1,996,76,233,5537
mathsat/Hash/hash_uns_04_13.smt2,unsat,0.0002,4,1,13,373,1,1590,146,220,8081
20230314-Jaroslav-Bendik-Certora/44788_1965f0d6d94d5d8054ba_34_QF_UFLIA.smt2,sat,0.8380,252,870,20,2316,2,113809,17,41366,78763
mathsat/Wisa/xs-05-13-2-4-5-3.smt2,unsat,1.2029,13,1,3,104,1,604,44,145,3628
wisas/xs_31_51.smt2,sat,1.5367,13,1,3,748,1,3897,43,841,18179
mathsat/Hash/hash_sat_07_17.smt2,sat,1.0410,7,1,17,1553,3,6474,513,854,29767
mathsat/EufLaArithmetic/medium/medium10.smt2,unsat,1.4090,3,1,3,156,4,1070,159,203,4270
mathsat/Hash/hash_uns_03_09.smt2,unsat,0.0001,3,1,9,144,1,629,65,91,3543
mathsat/Wisa/xs-18-19-4-1-1-5.smt2,sat,1.4142,13,1,3,364,1,1878,148,431,9979
TwoSquares/smtlib.602033.smt2,unsat,0.0001,3,4,0,0,0,18,4,6,541
mathsat/Hash/hash_sat_05_15.smt2,sat,0.9960,5,1,15,681,3,2882,247,392,13911
wisas/xs_26_46.smt2,sat,1.9249,13,1,3,628,1,3287,38,711,15387
mathsat/Wisa/xs-20-19-2-2-2-5.smt2,sat,1.5001,13,1,3,404,1,2074,164,475,11003
mathsat/Hash/hash_sat_06_06.smt2,sat,1.0698,6,1,6,402,3,1755,155,235,8323
mathsat/Wisa/xs-14-18-5-5-3-2.smt2,sat,1.3956,13,1,3,284,1,1486,116,343,7958
mathsat/Wisa/xs-17-08-5-3-2-5.smt2,sat,1.3862,13,1,3,344,1,1780,140,409,9466
TwoSquares/smtlib.666078.smt2,unsat,0.8385,4,4,0,0,0,30,5,11,607
mathsat/Hash/hash_sat_03_18.smt2,sat,1.1714,3,1,18,276,3,1197,119,175,6714
wisas/xs_14_24.smt2,sat,1.3899,13,1,3,340,1,1823,26,399,8688
20230314-Jaroslav-Bendik-Certora/25959_5dee2e2f6ef44465a2bea4b085818948_69_QF_UFLIA.smt2,unknown,10.1858,604,5138,38,118159,2,1131899,57,327784,269936
wisas/xs_27_27.smt2,sat,1.3857,13,1,3,652,1,3409,39,737,15945
mathsat/Wisa/xs-12-08-5-2-5-3.smt2,sat,1.3815,13,1,3,244,1,1290,100,299,6987
mathsat/Wisa/xs-05-14-4-3-1-1.smt2,unsat,1.2729,13,1,3,104,1,604,44,145,3628
wisas/xs_7_12.smt2,unsat,1.3913,13,1,3,172,1,969,19,217,4912
wisas/xs_10_10.smt2,sat,1.4083,13,1,3,244,1,1335,22,295,6493
wisas/xs_33_53.smt2,sat,1.4985,13,1,3,796,1,4141,45,893,19296
wisas/xs_39_49.smt2,sat,1.3363,13,1,3,940,1,4873,51,1049,22647
20230314-Jaroslav-Bendik-Certora/39657_1c7158801cd59dc13f05_46_QF_UFLIA.smt2,sat,4.5589,953,980,25,1306116996,2,231024208665,87,87772112837,133472
mathsat/EufLaArithmetic/hard/hard5.smt2,unsat,0.8707,2,1,3,63,3,674,52,183,1942
20230314-Jaroslav-Bendik-Certora/44289_4066055e0f64d96da11a_14_QF_UFLIA.smt2,unknown,10.1682,1761,8032,29,1978755,2,100497827,52,35251691,608493
wisas/xs_15_15.smt2,sat,1.3717,13,1,3,364,1,1945,27,425,9246
mathsat/Hash/hash_sat_04_19.smt2,sat,1.2687,4,1,19,538,3,2287,206,319,11621
mathsat/Hash/hash_sat_09_12.smt2,sat,0.9825,9,1,12,1842,3,7695,596,997,34328
mathsat/EufLaArithmetic/hard/hard15.smt2,unsat,1.0091,2,1,3,303,3,2174,292,443,7798
wisas/xs_37_37.smt2,sat,1.2747,13,1,3,892,1,4629,49,997,21530
mathsat/Hash/hash_uns_04_18.smt2,unsat,0.0002,4,1,18,513,1,2170,196,300,10991
mathsat/Hash/hash_sat_06_09.smt2,sat,0.9141,6,1,9,600,3,2565,218,343,12043
20230314-Jaroslav-Bendik-Certora/66603_accdadf23a1cf70ae043_73_QF_UFLIA.smt2,unknown,11.2563,3259,61316,65,4382394,2,600305018,47,96453843,3748085
wisas/xs_22_32.smt2,sat,1.4080,13,1,3,532,1,2799,34,607,13153
mathsat/Wisa/xs-08-11-4-3-2-2.smt2,sat,1.4438,13,1,3,164,1,898,68,211,5054
20230314-Jaroslav-Bendik-Certora/52759_af0c476fe3b544b9a8507f3e42472c43_12_QF_UFLIA.smt2,unknown,10.3006,365,11230,23,16046,2,138807,18,31504,688839
mathsat/Wisa/xs-09-05-2-4-4-5.smt2,sat,1.3782,13,1,3,184,1,996,76,233,5534
20230314-Jaroslav-Bendik-Certora/83314_a702bf8b823398c9e37a_4_UFLIA.smt2,unknown,11.7079,1921,15353,35,4585203589,2,94475042511,61,17785734662,945210
20230314-Jaroslav-Bendik-Certora/63058_55d6bef5390186355f11_26_QF_UFLIA.smt2,unknown,10.0994,1449,16458,51,1458838,2,84842933,34,31620496,1582747
mathsat/Hash/hash_sat_07_10.smt2,sat,0.9582,7,1,10,916,3,3877,317,511,17756
wisas/xs_17_37.smt2,unsat,1.6143,13,1,3,412,1,2189,29,477,10364
mathsat/Wisa/xs-14-05-1-4-4-5.smt2,sat,1.3831,13,1,3,284,1,1486,116,343,7957
mathsat/EufLaArithmetic/medium/medium13.smt2,unsat,1.3268,3,1,3,237,4,1589,243,293,6340
mathsat/Wisa/xs-08-19-2-2-3-1.smt2,unsat,1.2536,13,1,3,164,1,898,68,211,5056
mathsat/Hash/hash_uns_04_05.smt2,unsat,0.0002,4,1,5,149,1,662,66,92,3445
mathsat/Wisa/xs-15-08-4-5-4-1.smt2,sat,1.3792,13,1,3,304,1,1584,124,365,8451
wisas/xs_18_38.smt2,unsat,1.8765,13,1,3,436,1,2311,30,503,10921
mathsat/Wisa/xs-19-05-2-5-4-2.smt2,sat,1.4355,13,1,3,384,1,1976,156,453,10490
mathsat/Wisa/xs-18-07-1-2-1-1.smt2,sat,1.3787,13,1,3,364,1,1878,148,431,9978
mathsat/Wisa/xs-17-06-5-5-4-1.smt2,sat,1.3839,13,1,3,344,1,1780,140,409,9466
wisas/xs_13_13.smt2,sat,1.3744,13,1,3,316,1,1701,25,373,8130
mathsat/Wisa/xs-16-05-5-3-1-1.smt2,sat,1.3765,13,1,3,324,1,1682,132,387,8957
mathsat/Wisa/xs-14-09-3-3-4-4.smt2,sat,1.3788,13,1,3,284,1,1486,116,343,7957
mathsat/Hash/hash_sat_08_12.smt2,sat,0.9870,8,1,12,1446,3,6059,478,791,27237
20230314-Jaroslav-Bendik-Certora/41958_32933c5a1384696720a2_62_QF_UFLIA.smt2,sat,7.6956,372,394,6,5262,2,45437,52,12059,67550
mathsat/Hash/hash_sat_10_13.smt2,sat,1.0350,10,1,13,2476,3,10297,782,1327,46031
mathsat/Wisa/xs-12-06-3-4-5-1.smt2,sat,1.4326,13,1,3,244,1,1290,100,299,6987
mathsat/Hash/hash_sat_07_06.smt2,sat,1.0786,7,1,6,552,3,2393,205,315,11070
20230314-Jaroslav-Bendik-Certora/41958_32933c5a1384696720a2_61_QF_UFLIA.smt2,unknown,10.0351,570,503,6,7643,2,68201,51,18129,102325
mathsat/Wisa/xs-20-09-1-5-4-2.smt2,sat,1.3823,13,1,3,404,1,2074,164,475,11002
wisas/xs_34_34.smt2,sat,1.5062,13,1,3,820,1,4263,46,919,19855
wisas/xs_36_46.smt2,sat,1.3856,13,1,3,868,1,4507,48,971,20972
mathsat/Wisa/xs-19-12-4-2-4-5.smt2,sat,1.3840,13,1,3,384,1,1976,156,453,10491
TwoSquares/smtlib.686126.smt2,unsat,0.0001,3,2,1,2,1,48,6,19,623
mathsat/Wisa/xs-17-11-3-3-4-5.smt2,sat,1.3813,13,1,3,344,1,1780,140,409,9467
mathsat/Hash/hash_sat_08_17.smt2,sat,0.9924,8,1,17,2046,3,8499,658,1111,38679
mathsat/Wisa/xs-20-17-5-4-5-4.smt2,sat,1.4926,13,1,3,404,1,2074,164,475,11003
mathsat/Hash/hash_sat_10_17.smt2,sat,1.0461,10,1,17,3236,3,13377,1002,1727,60303
mathsat/Hash/hash_sat_07_04.smt2,sat,1.0177,7,1,4,370,3,1651,149,217,7732
wisas/xs_5_5.smt2,unsat,1.0948,13,1,3,124,1,725,17,165,3868
TwoSquares/smtlib.675482.smt2,unsat,1.1779,5,3,1,1,1,36,5,12,688
mathsat/Hash/hash_sat_05_19.smt2,sat,0.9536,5,1,19,861,3,3622,307,492,17439
mathsat/Wisa/xs-19-11-4-4-1-3.smt2,sat,1.3899,13,1,3,384,1,1976,156,453,10491
mathsat/Wisa/xs-06-05-5-2-5-5.smt2,unsat,1.2701,13,1,3,124,1,702,52,167,4104
mathsat/Wisa/xs-10-09-1-4-4-1.smt2,sat,1.4322,13,1,3,204,1,1094,84,255,6017
mathsat/Wisa/xs-18-14-3-5-2-3.smt2,sat,1.3868,13,1,3,364,1,1878,148,431,9979
mathsat/Wisa/xs-11-08-3-4-3-5.smt2,sat,1.3670,13,1,3,224,1,1192,92,277,6502
mathsat/Hash/hash_sat_10_05.smt2,sat,1.0878,10,1,5,956,3,4137,342,527,18523
mathsat/Wisa/xs-07-16-2-4-3-5.smt2,unsat,1.2632,13,1,3,144,1,800,60,189,4580
mathsat/Hash/hash_uns_05_03.smt2,unsat,0.0001,5,1,3,144,1,661,67,89,3315
20230314-Jaroslav-Bendik-Certora/11775_ad46e5b8db4748c51973_42_QF_UFLIA.smt2,sat,1.1425,788,2943,14,6934,2,70421,32,16876,221335
mathsat/Hash/hash_sat_04_17.smt2,sat,0.9874,4,1,17,482,3,2055,186,287,10457
mathsat/Hash/hash_sat_03_05.smt2,sat,0.9875,3,1,5,81,3,378,41,58,2217
wisas/xs_12_22.smt2,unsat,1.3045,13,1,3,292,1,1579,24,347,7574
mathsat/Wisa/xs-15-11-5-2-2-2.smt2,sat,1.3752,13,1,3,304,1,1584,124,365,8452
wisas/xs_33_33.smt2,sat,1.3944,13,1,3,796,1,4141,45,893,19296
wisas/xs_16_16.smt2,sat,1.3772,13,1,3,388,1,2067,28,451,9804
mathsat/Hash/hash_sat_03_14.smt2,sat,0.9962,3,1,14,216,3,945,95,139,5326
mathsat/Hash/hash_sat_06_17.smt2,sat,0.9903,6,1,17,1128,3,4725,386,631,22051
mathsat/Hash/hash_sat_03_16.smt2,sat,1.0169,3,1,16,246,3,1071,107,157,6020
20230314-Jaroslav-Bendik-Certora/39657_1c7158801cd59dc13f05_45_QF_UFLIA.smt2,unknown,10.0407,844,900,25,1306116982,2,231024206963,87,87772112331,121262
mathsat/Wisa/xs-11-09-1-2-1-3.smt2,sat,1.3806,13,1,3,224,1,1192,92,277,6502
wisas/xs_37_47.smt2,sat,1.3058,13,1,3,892,1,4629,49,997,21530
mathsat/Hash/hash_sat_03_13.smt2,sat,0.9934,3,1,13,201,3,882,89,130,4979
mathsat/Wisa/xs-18-13-5-4-1-2.smt2,sat,1.4307,13,1,3,364,1,1878,148,431,9979
mathsat/Hash/hash_sat_06_11.smt2,sat,1.1141,6,1,11,732,3,3105,260,415,14539
mathsat/Hash/hash_uns_04_04.smt2,unsat,0.0001,4,1,4,121,1,546,56,76,2868
mathsat/Wisa/xs-20-10-5-5-5-4.smt2,sat,1.3922,13,1,3,404,1,2074,164,475,11003
mathsat/Wisa/xs-16-07-1-1-4-2.smt2,sat,1.3838,13,1,3,324,1,1682,132,387,8957
mathsat/Hash/hash_sat_07_14.smt2,sat,1.0235,7,1,14,1280,3,5361,429,707,24464
mathsat/Wisa/xs-20-15-2-2-4-2.smt2,sat,1.3819,13,1,3,404,1,2074,164,475,11003
mathsat/Hash/hash_uns_04_11.smt2,unsat,0.0002,4,1,11,317,1,1358,126,188,6917
mathsat/Hash/hash_sat_05_13.smt2,sat,0.9586,5,1,13,591,3,2512,217,342,12147
mathsat/Wisa/xs-08-07-3-2-3-1.smt2,sat,1.3879,13,1,3,164,1,898,68,211,5053
mathsat/EufLaArithmetic/medium/medium9.smt2,unsat,1.2356,3,1,3,133,4,921,135,177,3674
TwoSquares/smtlib.602059.smt2,unsat,0.0001,3,2,0,0,0,16,5,5,518
mathsat/Wisa/xs-17-14-2-4-3-1.smt2,sat,1.3799,13,1,3,344,1,1780,140,409,9467
20230314-Jaroslav-Bendik-Certora/3106_1c933134166dbad31f79_39_QF_UFLIA.smt2,unknown,10.0621,814,5824,31,1099401909,2,127538304632,64,42284476154,788826
mathsat/Wisa/xs-16-15-2-3-4-4.smt2,sat,1.3872,13,1,3,324,1,1682,132,387,8958
mathsat/Wisa/xs-07-19-5-3-2-5.smt2,unsat,1.2554,13,1,3,144,1,800,60,189,4580
wisas/xs_32_32.smt2,sat,1.3817,13,1,3,772,1,4019,44,867,18738
mathsat/Hash/hash_sat_05_06.smt2,sat,0.9479,5,1,6,276,3,1217,112,167,5989
wisas/xs_33_43.smt2,sat,1.5490,13,1,3,796,1,4141,45,893,19296
mathsat/EufLaArithmetic/hard/hard17.smt2,unsat,0.9348,2,1,3,375,3,2618,364,519,9586
mathsat/EufLaArithmetic/medium/medium7.smt2,unsat,1.2567,3,1,3,93,4,659,93,131,2706
mathsat/EufLaArithmetic/hard/hard10.smt2,unsat,0.8563,2,1,3,158,3,1274,147,288,4203
mathsat/Hash/hash_sat_09_20.smt2,sat,1.0076,9,1,20,3066,3,12663,956,1645,57480
20230314-Jaroslav-Bendik-Certora/41958_32933c5a1384696720a2_63_QF_UFLIA.smt2,sat,9.2025,368,332,6,3439,2,28706,52,7156,65556
mathsat/Hash/hash_sat_06_07.smt2,sat,0.9787,6,1,7,468,3,2025,176,271,9563
mathsat/Wisa/xs-13-08-3-2-1-3.smt2,sat,1.3900,13,1,3,264,1,1388,108,321,7472
mathsat/EufLaArithmetic/medium/medium11.smt2,unsat,1.3448,3,1,3,181,4,1231,185,231,4910
wisas/xs_8_13.smt2,unsat,1.1481,13,1,3,196,1,1091,20,243,5439
20230314-Jaroslav-Bendik-Certora/93493_798593962ee29ad45ac8_52_QF_UFLIA.smt2,unknown,10.2198,2050,14065,32,26789,2,281820,17,76937,894647
mathsat/EufLaArithmetic/hard/hard20.smt2,unsat,0.9717,2,1,3,498,3,3374,487,648,12643
mathsat/Hash/hash_sat_03_08.smt2,sat,1.0005,3,1,8,126,3,567,59,85,3246
mathsat/Hash/hash_sat_10_04.smt2,sat,0.9658,10,1,4,766,3,3367,287,427,15166
mathsat/Hash/hash_uns_03_08.smt2,unsat,0.0001,3,1,8,129,1,566,59,82,3200
mathsat/EufLaArithmetic/hard/hard11.smt2,unsat,0.8858,2,1,3,183,3,1430,172,315,4822
20230314-Jaroslav-Bendik-Certora/66603_accdadf23a1cf70ae043_74_QF_UFLIA.smt2,unknown,12.5042,4156,105619,60,9855040,2,932161083,46,132411880,6551624
mathsat/Wisa/xs-09-15-5-3-2-3.smt2,unsat,1.2713,13,1,3,184,1,996,76,233,5537
mathsat/Hash/hash_sat_04_15.smt2,sat,1.0185,4,1,15,426,3,1823,166,255,9293
wisas/xs_24_24.smt2,sat,1.3961,13,1,3,580,1,3043,36,659,14270
mathsat/Wisa/xs-16-19-3-4-4-1.smt2,sat,1.4040,13,1,3,324,1,1682,132,387,8958
20230314-Jaroslav-Bendik-Certora/17512_5c1021b0faa6b6e1791b_20_QF_UFLIA.smt2,unknown,10.0859,519,3375,22,56199,2,520311,22,151300,216864
20230314-Jaroslav-Bendik-Certora/940_590f27b1c3c800d3243e_29_QF_UFLIA.smt2,unknown,10.1110,1830,6661,61,36193815823,2,1090551018808,85,238975055092,528727
TwoSquares/smtlib.769286.smt2,unsat,0.8407,4,2,0,0,0,32,6,11,599
mathsat/Hash/hash_sat_05_09.smt2,sat,1.0284,5,1,9,411,3,1772,157,242,8617
mathsat/Hash/hash_sat_05_11.smt2,sat,0.9461,5,1,11,501,3,2142,187,292,10383
wisas/xs_40_40.smt2,sat,1.2842,13,1,3,964,1,4995,52,1075,23206
20230314-Jaroslav-Bendik-Certora/44289_4066055e0f64d96da11a_15_QF_UFLIA.smt2,unknown,11.4909,3805,33736,26,1955531,1,11402693,64,748629,2442126
mathsat/Wisa/xs-05-11-2-5-3-2.smt2,unsat,1.2558,13,1,3,104,1,604,44,145,3628
wisas/xs_32_42.smt2,sat,1.4059,13,1,3,772,1,4019,44,867,18738
mathsat/Hash/hash_sat_08_15.smt2,sat,0.9465,8,1,15,1806,3,7523,586,983,34079
wisas/xs_21_41.smt2,unsat,3.5187,13,1,3,508,1,2677,33,581,12596
mathsat/Hash/hash_uns_05_14.smt2,unsat,0.0003,5,1,14,639,1,2696,232,364,12981
mathsat/Hash/hash_sat_06_03.smt2,sat,0.9428,6,1,3,204,3,945,92,127,4603
wisas/xs_38_38.smt2,sat,1.2782,13,1,3,916,1,4751,50,1023,22089
mathsat/Hash/hash_uns_05_10.smt2,unsat,0.0002,5,1,10,459,1,1956,172,264,9453
mathsat/Hash/hash_sat_09_13.smt2,sat,0.9817,9,1,13,1995,3,8316,641,1078,37222
mathsat/Hash/hash_sat_06_05.smt2,sat,0.9634,6,1,5,336,3,1485,134,199,7083
mathsat/Hash/hash_sat_08_05.smt2,sat,1.0642,8,1,5,606,3,2643,226,343,12067
mathsat/Wisa/xs-11-18-3-3-4-1.smt2,unsat,1.3540,13,1,3,224,1,1192,92,277,6505
mathsat/Wisa/xs-19-20-1-1-2-2.smt2,sat,1.3918,13,1,3,384,1,1976,156,453,10491
mathsat/Wisa/xs-05-07-4-5-1-2.smt2,unsat,1.3503,13,1,3,104,1,604,44,145,3627
mathsat/Wisa/xs-17-13-4-4-2-1.smt2,sat,1.3839,13,1,3,344,1,1780,140,409,9467
mathsat/EufLaArithmetic/hard/hard8.smt2,unsat,1.1969,2,1,3,114,3,998,103,240,3136
mathsat/Hash/hash_sat_09_17.smt2,sat,0.9417,9,1,17,2607,3,10800,821,1402,48798
wisas/xs_31_41.smt2,sat,1.4364,13,1,3,748,1,3897,43,841,18179
mathsat/Wisa/xs-06-12-5-4-2-5.smt2,unsat,1.8575,13,1,3,124,1,702,52,167,4105
mathsat/Hash/hash_sat_05_20.smt2,sat,0.9563,5,1,20,906,3,3807,322,517,18327
mathsat/Hash/hash_sat_08_18.smt2,sat,0.9924,8,1,18,2166,3,8987,694,1175,40979
mathsat/Hash/hash_sat_06_13.smt2,sat,0.9996,6,1,13,864,3,3645,302,487,17033
20230314-Jaroslav-Bendik-Certora/93493_1fdb6cc8eb9c4363b5838af9eb8c7f1f_53_QF_UFLIA.smt2,unknown,10.3476,1644,7009,82,74298,3,4492818,42,1410020,1018820
wisas/xs_32_52.smt2,sat,1.4717,13,1,3,772,1,4019,44,867,18738
mathsat/Hash/hash_sat_10_14.smt2,sat,1.0401,10,1,14,2666,3,11067,837,1427,49599
mathsat/Wisa/xs-16-17-5-5-3-5.smt2,sat,1.3974,13,1,3,324,1,1682,132,387,8958
mathsat/Wisa/xs-18-05-5-4-4-2.smt2,sat,1.3737,13,1,3,364,1,1878,148,431,9978
wisas/xs_39_39.smt2,sat,1.2740,13,1,3,940,1,4873,51,1049,22647
wisas/xs_24_44.smt2,sat,2.1492,13,1,3,580,1,3043,36,659,14270
mathsat/Hash/hash_uns_03_05.smt2,unsat,0.0001,3,1,5,84,1,377,41,55,2171
mathsat/EufLaArithmetic/hard/hard4.smt2,unsat,0.8742,2,1,3,50,3,590,39,168,1632
wisas/xs_40_50.smt2,sat,1.2700,13,1,3,964,1,4995,52,1075,23206
mathsat/Hash/hash_uns_05_08.smt2,unsat,0.0002,5,1,8,369,1,1586,142,214,7695
mathsat/EufLaArithmetic/medium/medium15.smt2,unsat,1.3234,3,1,3,301,4,1995,309,363,7970
mathsat/Wisa/xs-11-13-4-4-5-2.smt2,sat,1.3818,13,1,3,224,1,1192,92,277,6503
mathsat/Wisa/xs-12-10-4-4-3-1.smt2,sat,1.3865,13,1,3,244,1,1290,100,299,6988
mathsat/Hash/hash_sat_06_18.smt2,sat,1.0494,6,1,18,1194,3,4995,407,667,23370
mathsat/EufLaArithmetic/hard/hard12.smt2,unsat,0.8734,2,1,3,210,3,1598,199,344,5491
mathsat/Hash/hash_uns_05_18.smt2,unsat,0.0003,5,1,18,819,1,3436,292,464,16509
mathsat/Hash/hash_sat_09_06.smt2,sat,0.9650,9,1,6,924,3,3969,326,511,17814
wisas/xs_30_30.smt2,sat,1.3943,13,1,3,724,1,3775,42,815,17621
mathsat/EufLaArithmetic/medium/medium5.smt2,unsat,1.2163,3,1,3,61,4,445,59,93,1914
20230314-Jaroslav-Bendik-Certora/66603_accdadf23a1cf70ae043_75_QF_UFLIA.smt2,unknown,10.9742,4140,103383,59,9853572,2,932141462,46,132406965,6421535
mathsat/Wisa/xs-08-06-4-5-4-1.smt2,sat,1.3681,13,1,3,164,1,898,68,211,5053
mathsat/Wisa/xs-12-13-3-4-2-3.smt2,sat,1.4793,13,1,3,244,1,1290,100,299,6988
mathsat/Wisa/xs-13-05-5-4-1-5.smt2,sat,1.3897,13,1,3,264,1,1388,108,321,7472
mathsat/Hash/hash_uns_04_10.smt2,unsat,0.0002,4,1,10,289,1,1242,116,172,6335
mathsat/Wisa/xs-09-17-2-1-4-1.smt2,unsat,1.2651,13,1,3,184,1,996,76,233,5537
wisas/xs_19_29.smt2,sat,1.4048,13,1,3,460,1,2433,31,529,11477
mathsat/Hash/hash_sat_06_19.smt2,sat,1.0189,6,1,19,1260,3,5265,428,703,24689
mathsat/EufLaArithmetic/medium/medium8.smt2,unsat,1.2525,3,1,3,112,4,784,113,153,3168
wisas/xs_14_14.smt2,sat,1.3746,13,1,3,340,1,1823,26,399,8688
mathsat/Hash/hash_sat_10_08.smt2,sat,1.0416,10,1,8,1526,3,6447,507,827,28594
mathsat/Hash/hash_sat_08_06.smt2,sat,1.0443,8,1,6,726,3,3131,262,407,14230
TwoSquares/smtlib.604654.smt2,sat,1.3224,3,4,1,1,1,21,4,7,578
mathsat/Wisa/xs-16-14-2-4-1-4.smt2,sat,1.3812,13,1,3,324,1,1682,132,387,8958
mathsat/Hash/hash_uns_05_12.smt2,unsat,0.0002,5,1,12,549,1,2326,202,314,11217
mathsat/Wisa/xs-15-12-2-2-3-4.smt2,sat,1.4368,13,1,3,304,1,1584,124,365,8452
mathsat/Wisa/xs-14-16-4-1-1-5.smt2,sat,1.6408,13,1,3,284,1,1486,116,343,7958
mathsat/Hash/hash_sat_05_17.smt2,sat,0.9588,5,1,17,771,3,3252,277,442,15675
mathsat/Hash/hash_sat_07_11.smt2,sat,0.9478,7,1,11,1007,3,4248,345,560,19433
20230314-Jaroslav-Bendik-Certora/3106_afb7bc55417e43d7a22790c3576f04fc_37_QF_UFLIA.smt2,unknown,10.0501,1230,9320,41,16283,2,237676,55,59909,678991
mathsat/Wisa/xs-16-08-1-4-4-5.smt2,sat,1.3789,13,1,3,324,1,1682,132,387,8957
wisas/xs_11_11.smt2,sat,1.3892,13,1,3,268,1,1457,23,321,7024
mathsat/Hash/hash_uns_03_14.smt2,unsat,0.0001,3,1,14,219,1,944,95,136,5278
mathsat/Hash/hash_sat_06_20.smt2,sat,1.0822,6,1,20,1326,3,5535,449,739,26008
mathsat/Hash/hash_sat_05_05.smt2,sat,1.1529,5,1,5,231,3,1032,97,142,5113
mathsat/Hash/hash_sat_07_09.smt2,sat,0.9006,7,1,9,825,3,3506,289,462,16077
wisas/xs_29_39.smt2,sat,1.4466,13,1,3,700,1,3653,41,789,17062
mathsat/Wisa/xs-16-12-2-5-3-4.smt2,sat,1.3896,13,1,3,324,1,1682,132,387,8958
mathsat/Wisa/xs-17-18-4-2-3-1.smt2,sat,1.4487,13,1,3,344,1,1780,140,409,9467
mathsat/Wisa/xs-20-06-2-3-1-3.smt2,sat,1.3935,13,1,3,404,1,2074,164,475,11002
20230314-Jaroslav-Bendik-Certora/940_590f27b1c3c800d3243e_31_QF_UFLIA.smt2,unknown,10.0584,1131,3214,20,658712,2,14877090,49,3269390,281539
mathsat/EufLaArithmetic/medium/medium18.smt2,unsat,1.6131,3,1,3,412,4,2694,423,483,10790
mathsat/Wisa/xs-18-12-3-4-4-3.smt2,sat,1.3763,13,1,3,364,1,1878,148,431,9979
