filepath,result,solve_time_seconds
mathsat/Hash/hash_sat_04_16.smt2,sat,1.0140
mathsat/Hash/hash_sat_04_17.smt2,sat,0.9874
mathsat/Hash/hash_sat_04_18.smt2,sat,1.2045
mathsat/Hash/hash_sat_04_19.smt2,sat,1.2687
mathsat/Hash/hash_sat_04_20.smt2,sat,1.2324
mathsat/Hash/hash_sat_05_03.smt2,sat,1.3829
mathsat/Hash/hash_sat_05_04.smt2,sat,1.4831
mathsat/Hash/hash_sat_05_05.smt2,sat,1.1529
mathsat/Hash/hash_sat_05_06.smt2,sat,0.9479
mathsat/Hash/hash_sat_05_07.smt2,sat,1.0419
mathsat/Hash/hash_sat_05_08.smt2,sat,1.1310
mathsat/Hash/hash_sat_05_09.smt2,sat,1.0284
mathsat/Hash/hash_sat_05_10.smt2,sat,0.9579
mathsat/Hash/hash_sat_05_11.smt2,sat,0.9461
mathsat/Hash/hash_sat_05_12.smt2,sat,0.9472
mathsat/Hash/hash_sat_05_13.smt2,sat,0.9586
mathsat/Hash/hash_sat_05_14.smt2,sat,1.0564
mathsat/Hash/hash_sat_05_15.smt2,sat,0.9960
mathsat/Hash/hash_sat_05_16.smt2,sat,0.9539
mathsat/Hash/hash_sat_05_17.smt2,sat,0.9588
mathsat/Hash/hash_sat_05_18.smt2,sat,0.9541
mathsat/Hash/hash_sat_05_19.smt2,sat,0.9536
mathsat/Hash/hash_sat_05_20.smt2,sat,0.9563
mathsat/Hash/hash_sat_06_03.smt2,sat,0.9428
mathsat/Hash/hash_sat_06_04.smt2,sat,0.9403
mathsat/Hash/hash_sat_06_05.smt2,sat,0.9634
mathsat/Hash/hash_sat_06_06.smt2,sat,1.0698
mathsat/Hash/hash_sat_06_07.smt2,sat,0.9787
mathsat/Hash/hash_sat_06_08.smt2,sat,1.0308
mathsat/Hash/hash_sat_06_09.smt2,sat,0.9141
mathsat/Hash/hash_sat_06_10.smt2,sat,0.9454
mathsat/Hash/hash_sat_06_11.smt2,sat,1.1141
mathsat/Hash/hash_sat_06_12.smt2,sat,1.0248
mathsat/Hash/hash_sat_06_13.smt2,sat,0.9996
mathsat/Hash/hash_sat_06_14.smt2,sat,1.0107
mathsat/Hash/hash_sat_06_15.smt2,sat,0.9882
mathsat/Hash/hash_sat_06_16.smt2,sat,0.9966
mathsat/Hash/hash_sat_06_17.smt2,sat,0.9903
mathsat/Hash/hash_sat_06_18.smt2,sat,1.0494
mathsat/Hash/hash_sat_06_19.smt2,sat,1.0189
mathsat/Hash/hash_sat_06_20.smt2,sat,1.0822
mathsat/Hash/hash_sat_07_03.smt2,sat,1.0989
mathsat/Hash/hash_sat_07_04.smt2,sat,1.0177
mathsat/Hash/hash_sat_07_05.smt2,sat,1.0967
mathsat/Hash/hash_sat_07_06.smt2,sat,1.0786
mathsat/Hash/hash_sat_07_07.smt2,sat,0.9936
mathsat/Hash/hash_sat_07_08.smt2,sat,0.9418
mathsat/Hash/hash_sat_07_09.smt2,sat,0.9006
mathsat/Hash/hash_sat_07_10.smt2,sat,0.9582
mathsat/Hash/hash_sat_07_11.smt2,sat,0.9478
mathsat/Hash/hash_sat_07_12.smt2,sat,0.9614
mathsat/Hash/hash_sat_07_13.smt2,sat,1.0329
mathsat/Hash/hash_sat_07_14.smt2,sat,1.0235
mathsat/Hash/hash_sat_07_15.smt2,sat,0.9801
mathsat/Hash/hash_sat_07_16.smt2,sat,0.9371
mathsat/Hash/hash_sat_07_17.smt2,sat,1.0410
mathsat/Hash/hash_sat_07_18.smt2,sat,1.0048
mathsat/Hash/hash_sat_07_19.smt2,sat,1.0855
mathsat/Hash/hash_sat_07_20.smt2,sat,1.0260
mathsat/Hash/hash_sat_08_03.smt2,sat,1.0487
mathsat/Hash/hash_sat_08_04.smt2,sat,1.0513
mathsat/Hash/hash_sat_08_05.smt2,sat,1.0642
mathsat/Hash/hash_sat_08_06.smt2,sat,1.0443
mathsat/Hash/hash_sat_08_07.smt2,sat,1.0703
mathsat/Hash/hash_sat_08_08.smt2,sat,0.9793
mathsat/Hash/hash_sat_08_09.smt2,sat,0.9648
mathsat/Hash/hash_sat_08_10.smt2,sat,0.9729
mathsat/Hash/hash_sat_08_11.smt2,sat,0.9941
mathsat/Hash/hash_sat_08_12.smt2,sat,0.9870
mathsat/Hash/hash_sat_08_13.smt2,sat,1.1792
mathsat/Hash/hash_sat_08_14.smt2,sat,0.9277
mathsat/Hash/hash_sat_08_15.smt2,sat,0.9465
mathsat/Hash/hash_sat_08_16.smt2,sat,1.0261
mathsat/Hash/hash_sat_08_17.smt2,sat,0.9924
mathsat/Hash/hash_sat_08_18.smt2,sat,0.9924
mathsat/Hash/hash_sat_08_19.smt2,sat,0.9754
mathsat/Hash/hash_sat_08_20.smt2,sat,0.9565
mathsat/Hash/hash_sat_09_03.smt2,sat,0.9130
mathsat/Hash/hash_sat_09_04.smt2,sat,0.9421
mathsat/Hash/hash_sat_09_05.smt2,sat,0.9428
mathsat/Hash/hash_sat_09_06.smt2,sat,0.9650
mathsat/Hash/hash_sat_09_07.smt2,sat,0.9362
mathsat/Hash/hash_sat_09_08.smt2,sat,0.9234
mathsat/Hash/hash_sat_09_09.smt2,sat,0.9578
mathsat/Hash/hash_sat_09_10.smt2,sat,0.9666
mathsat/Hash/hash_sat_09_11.smt2,sat,1.0857
mathsat/Hash/hash_sat_09_12.smt2,sat,0.9825
mathsat/Hash/hash_sat_09_13.smt2,sat,0.9817
mathsat/Hash/hash_sat_09_14.smt2,sat,1.1665
mathsat/Hash/hash_sat_09_15.smt2,sat,0.9961
mathsat/Hash/hash_sat_09_16.smt2,sat,0.9574
mathsat/Hash/hash_sat_09_17.smt2,sat,0.9417
mathsat/Hash/hash_sat_09_18.smt2,sat,0.9456
mathsat/Hash/hash_sat_09_19.smt2,sat,0.9492
mathsat/Hash/hash_sat_09_20.smt2,sat,1.0076
mathsat/Hash/hash_sat_10_03.smt2,sat,0.9465
mathsat/Hash/hash_sat_10_04.smt2,sat,0.9658
mathsat/Hash/hash_sat_10_05.smt2,sat,1.0878
mathsat/Hash/hash_sat_10_06.smt2,sat,1.1154
mathsat/Hash/hash_sat_10_07.smt2,sat,1.0670
mathsat/Hash/hash_sat_10_08.smt2,sat,1.0416
mathsat/Hash/hash_sat_10_09.smt2,sat,1.0383
mathsat/Hash/hash_sat_10_10.smt2,sat,1.0379
mathsat/Hash/hash_sat_10_11.smt2,sat,1.0419
mathsat/Hash/hash_sat_10_12.smt2,sat,1.0208
mathsat/Hash/hash_sat_10_13.smt2,sat,1.0350
mathsat/Hash/hash_sat_10_14.smt2,sat,1.0401
mathsat/Hash/hash_sat_10_15.smt2,sat,1.0409
mathsat/Hash/hash_sat_10_16.smt2,sat,1.0461
mathsat/Hash/hash_sat_10_17.smt2,sat,1.0461
mathsat/Hash/hash_sat_10_18.smt2,sat,1.0476
mathsat/Hash/hash_sat_10_19.smt2,sat,1.0612
mathsat/Hash/hash_sat_10_20.smt2,sat,1.0579
mathsat/Hash/hash_uns_03_03.smt2,unsat,0.0001
mathsat/Hash/hash_uns_03_04.smt2,unsat,0.0001
mathsat/Hash/hash_uns_03_05.smt2,unsat,0.0001
mathsat/Hash/hash_uns_03_06.smt2,unsat,0.0001
mathsat/Hash/hash_uns_03_07.smt2,unsat,0.0001
mathsat/Hash/hash_uns_03_08.smt2,unsat,0.0001
mathsat/Hash/hash_uns_03_09.smt2,unsat,0.0001
mathsat/Hash/hash_uns_03_10.smt2,unsat,0.0001
mathsat/Hash/hash_uns_03_11.smt2,unsat,0.0001
mathsat/Hash/hash_uns_03_12.smt2,unsat,0.0001
mathsat/Hash/hash_uns_03_13.smt2,unsat,0.0001
mathsat/Hash/hash_uns_03_14.smt2,unsat,0.0001
mathsat/Hash/hash_uns_03_15.smt2,unsat,0.0002
mathsat/Hash/hash_uns_03_16.smt2,unsat,0.0002
mathsat/Hash/hash_uns_03_17.smt2,unsat,0.0002
mathsat/Hash/hash_uns_03_18.smt2,unsat,0.0002
mathsat/Hash/hash_uns_03_19.smt2,unsat,0.0002
mathsat/Hash/hash_uns_03_20.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_03.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_04.smt2,unsat,0.0001
mathsat/Hash/hash_uns_04_05.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_06.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_07.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_08.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_09.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_10.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_11.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_12.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_13.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_14.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_15.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_16.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_17.smt2,unsat,0.0004
mathsat/Hash/hash_uns_04_18.smt2,unsat,0.0002
mathsat/Hash/hash_uns_04_19.smt2,unsat,0.0003
mathsat/Hash/hash_uns_04_20.smt2,unsat,0.0005
mathsat/Hash/hash_uns_05_03.smt2,unsat,0.0001
mathsat/Hash/hash_uns_05_04.smt2,unsat,0.0002
mathsat/Hash/hash_uns_05_05.smt2,unsat,0.0002
mathsat/Hash/hash_uns_05_06.smt2,unsat,0.0002
mathsat/Hash/hash_uns_05_07.smt2,unsat,0.0002
mathsat/Hash/hash_uns_05_08.smt2,unsat,0.0002
mathsat/Hash/hash_uns_05_09.smt2,unsat,0.0003
mathsat/Hash/hash_uns_05_10.smt2,unsat,0.0002
mathsat/Hash/hash_uns_05_11.smt2,unsat,0.0002
mathsat/Hash/hash_uns_05_12.smt2,unsat,0.0002
mathsat/Hash/hash_uns_05_13.smt2,unsat,0.0003
mathsat/Hash/hash_uns_05_14.smt2,unsat,0.0003
mathsat/Hash/hash_uns_05_15.smt2,unsat,0.0006
mathsat/Hash/hash_uns_05_16.smt2,unsat,0.0003
mathsat/Hash/hash_uns_05_17.smt2,unsat,0.0003
mathsat/Hash/hash_uns_05_18.smt2,unsat,0.0003
mathsat/Hash/hash_uns_05_19.smt2,unsat,0.0004
mathsat/Hash/hash_uns_05_20.smt2,unsat,0.0004
mathsat/Wisa/xs-05-06-2-2-5-1.smt2,unsat,1.3099
mathsat/Wisa/xs-05-07-4-5-1-2.smt2,unsat,1.3503
mathsat/Wisa/xs-05-08-4-2-5-4.smt2,unsat,1.3243
mathsat/Wisa/xs-05-09-5-1-2-5.smt2,unsat,1.2612
mathsat/Wisa/xs-05-11-2-5-3-2.smt2,unsat,1.2558
mathsat/Wisa/xs-05-12-1-4-2-1.smt2,unsat,1.2647
mathsat/Wisa/xs-05-13-2-4-5-3.smt2,unsat,1.2029
mathsat/Wisa/xs-05-14-4-3-1-1.smt2,unsat,1.2729
mathsat/Wisa/xs-05-16-1-5-4-3.smt2,unsat,1.3128
mathsat/Wisa/xs-05-17-1-5-1-5.smt2,unsat,1.2429
mathsat/Wisa/xs-05-18-1-3-1-3.smt2,unsat,1.2338
mathsat/Wisa/xs-05-19-1-4-2-1.smt2,unsat,1.3630
mathsat/Wisa/xs-05-20-5-1-4-2.smt2,unsat,1.3718
mathsat/Wisa/xs-06-05-5-2-5-5.smt2,unsat,1.2701
mathsat/Wisa/xs-06-07-4-5-4-2.smt2,sat,1.7045
mathsat/Wisa/xs-06-08-5-1-5-3.smt2,sat,1.6842
mathsat/Wisa/xs-06-09-3-5-5-3.smt2,unsat,1.3441
mathsat/Wisa/xs-06-10-1-4-2-5.smt2,unsat,1.6608
mathsat/Wisa/xs-06-12-5-4-2-5.smt2,unsat,1.8575
mathsat/Wisa/xs-06-13-5-3-5-5.smt2,unsat,1.7520
mathsat/Wisa/xs-06-14-3-1-5-2.smt2,unsat,1.6553
mathsat/Wisa/xs-06-15-4-1-4-1.smt2,unsat,1.6937
mathsat/Wisa/xs-06-17-2-2-4-1.smt2,unsat,1.3145
mathsat/Wisa/xs-06-18-1-2-1-5.smt2,unsat,1.2122
mathsat/Wisa/xs-06-19-3-3-4-4.smt2,unsat,1.2707
mathsat/Wisa/xs-06-20-5-1-5-1.smt2,unsat,1.2575
mathsat/Wisa/xs-07-05-5-2-3-5.smt2,unsat,1.2238
mathsat/Wisa/xs-07-06-4-1-5-3.smt2,sat,1.3785
mathsat/Wisa/xs-07-08-4-4-4-2.smt2,sat,1.3747
mathsat/Wisa/xs-07-09-3-4-4-3.smt2,unsat,1.2070
mathsat/Wisa/xs-07-10-2-4-5-3.smt2,unsat,1.2583
mathsat/Wisa/xs-07-11-1-1-1-1.smt2,unsat,1.2675
mathsat/Wisa/xs-07-13-5-3-2-1.smt2,unsat,1.2230
mathsat/Wisa/xs-07-14-1-1-1-1.smt2,unsat,1.2573
mathsat/Wisa/xs-07-15-4-4-1-5.smt2,unsat,1.2813
mathsat/Wisa/xs-07-16-2-4-3-5.smt2,unsat,1.2632
mathsat/Wisa/xs-07-18-1-1-4-1.smt2,unsat,1.2571
mathsat/Wisa/xs-07-19-5-3-2-5.smt2,unsat,1.2554
mathsat/Wisa/xs-07-20-2-5-1-4.smt2,unsat,1.2635
mathsat/Wisa/xs-08-05-1-5-4-2.smt2,sat,1.3774
mathsat/Wisa/xs-08-06-4-5-4-1.smt2,sat,1.3681
mathsat/Wisa/xs-08-07-3-2-3-1.smt2,sat,1.3879
mathsat/Wisa/xs-08-09-4-5-5-4.smt2,sat,1.3769
mathsat/Wisa/xs-08-10-5-2-5-3.smt2,sat,1.4342
mathsat/Wisa/xs-08-11-4-3-2-2.smt2,sat,1.4438
mathsat/Wisa/xs-08-12-3-1-3-4.smt2,sat,1.5116
mathsat/Wisa/xs-08-14-2-3-3-5.smt2,unsat,1.2733
mathsat/Wisa/xs-08-15-4-2-1-4.smt2,unsat,1.2657
mathsat/Wisa/xs-08-16-4-4-5-1.smt2,unsat,1.2608
mathsat/Wisa/xs-08-17-4-1-2-2.smt2,unsat,1.2652
